timestamp,camera_id,species,count,threat_type,alert_status
2025-02-18 19:18:09,cam3,horse,1,none,no
2025-02-18 19:18:09,cam3,horse,1,none,no
2025-02-18 19:18:09,cam3,horse,1,none,no
2025-02-18 19:18:09,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:10,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:11,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:12,cam3,horse,1,none,no
2025-02-18 19:18:13,cam3,horse,1,none,no
2025-02-18 19:18:13,cam3,horse,1,none,no
2025-02-18 19:18:13,cam3,horse,1,none,no
2025-02-18 19:18:13,cam3,horse,1,none,no
2025-02-18 19:18:13,cam3,horse,1,none,no
2025-02-18 19:18:13,cam3,horse,1,none,no
