timestamp,camera_id,species,count,threat_type,alert_status
2025-02-18 19:19:20,cam1,elephant,1,none,no
2025-02-18 19:19:20,cam1,elephant,1,none,no
2025-02-18 19:19:20,cam1,elephant,1,none,no
2025-02-18 19:19:20,cam1,elephant,1,none,no
2025-02-18 19:19:20,cam1,elephant,1,none,no
2025-02-18 19:19:20,cam1,elephant,1,none,no
2025-02-18 19:19:20,cam1,elephant,1,none,no
2025-02-18 19:19:20,cam1,elephant,1,none,no
2025-02-18 19:19:20,cam1,elephant,1,none,no
2025-02-18 19:19:20,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:21,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:22,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:23,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:24,cam1,elephant,1,none,no
2025-02-18 19:19:25,cam1,elephant,1,none,no
2025-02-18 19:19:25,cam1,elephant,1,none,no
2025-02-18 19:19:25,cam1,elephant,1,none,no
2025-02-18 19:19:25,cam1,elephant,1,none,no
2025-02-18 19:19:25,cam1,elephant,1,none,no
2025-02-18 19:19:25,cam1,elephant,1,none,no
2025-02-18 19:19:25,cam1,elephant,1,none,no
2025-02-18 19:19:25,cam1,elephant,1,none,no
2025-02-18 19:19:25,cam1,elephant,1,none,no
